day,lane,company,contact_name,title,email,website,city,state,segment,project_signal,source_url
4,public,Mavrek Development,,,info@mavrekdevelopment.com,mavrekdevelopment.com,Chicago,IL,developer,"info@mavrekdevelopment.com — Broke ground Sept 9, 2026 on Julep West Loop: 25-story, 380-unit mixed-use development with 21,500 SF commercial (GC: Skender) (source: https://mavrekdevelopment.com/team)",https://mavrekdevelopment.com/team
5,public,Maxim Homes,,,info@maximhomes.com,maximhomes.com,Nashville,TN,luxury_builder,"General contact email info@maximhomes.com visibly published in the footer of the company's own website (1019 Whites Creek Pike, Nashville, TN 37207).",https://www.maximhomes.com/
6,public,McCownGordon Construction,,,info@mccowngordon.com,mccowngordon.com,Kansas City,MO,gc,info@mccowngordon.com — National top-tier construction manager/builder with KC office; info@ published on company privacy policy page (source: https://mccowngordon.com/privacy-policy/),https://mccowngordon.com/privacy-policy/
1,public,McCree General Contractors & Architects,,,info@mccree.com,mccree.com,Orlando,FL,gc,info@mccree.com — General inquiries email published on company contact page (source: https://www.mccree.com/contact/),https://www.mccree.com/contact/
2,public,McDowell Mountain Builders,,,info@mcdowellmountainbuilders.com,mcdowellmountainbuilders.com,Scottsdale,AZ,luxury_builder,info@mcdowellmountainbuilders.com — Luxury custom home builder & remodeler in Scottsdale/North Scottsdale; new construction and full-home recreation (source: https://mcdowellmountainbuilders.com/),https://mcdowellmountainbuilders.com/
3,public,McGarvey Custom Homes,John S. McGarvey,Founder,sales@mcgarveydevelopment.com,mcgarveycustomhomes.com,Naples,FL,luxury_builder,sales@mcgarveydevelopment.com — Founded 1985; Preferred Builder in SWFL prestige communities; 17+ yrs leadership VP tenure (source: https://www.mcgarveycustomhomes.com/contact-us/),https://www.mcgarveycustomhomes.com/contact-us/
4,public,Meridian Homes,,,info@meridianhomesinc.com,meridianhomesinc.com,Bethesda,MD,luxury_builder,Company brochure publishes info@meridianhomesinc.com; luxury renovations + custom homes in DC area,https://www.meridianhomesinc.com/wp-content/uploads/2019/12/7804-Cayuga-Avenue-Bethesda-Maryland-Brochure-Updated-Available-Now-3.pdf
5,public,Merit Homes,,,Hello@MeritHomesInc.Com,merithomesinc.com,Kirkland,WA,luxury_builder,Hello@MeritHomesInc.Com — Eastside luxury home builder (Kirkland/Redmond/Bellevue); contact email visibly published on company page (source: https://www.merithomesinc.com/blog/hopelink-baking-kits-for-the-holiday-season-merit-homes-inc-eastside-builder),https://www.merithomesinc.com/blog/hopelink-baking-kits-for-the-holiday-season-merit-homes-inc-eastside-builder
6,public,Miller Hull Partnership,,,Seattle@millerhull.com,millerhull.com,Seattle,WA,architect,"Seattle@millerhull.com — Seattle and San Diego architecture, planning, urban and interior design firm; 350+ design awards including AIA National Firm Award; Bullitt Center, Pike Place MarketFront (source: https://millerhull.com/about/)",https://millerhull.com/about/
1,public,Minarc,,,info@minarc.com,minarc.com,Santa Monica,CA,architect,info@minarc.com listed on official company page: https://www.minarcgroup.com/about,https://www.minarcgroup.com/about
5,public,Montchanin Builders,,,info@montchaninbuilders.net,montchaninbuilders.net,Wilmington,DE,luxury_builder,Company site publishes info@montchaninbuilders.net; luxury custom home builder in Wilmington DE,https://montchaninbuilders.net/delaware-real-estate/dreams-built-montchanin-delaware-custom-home-builders/
6,public,Moros Construction,,,info@morosconstruction.com,morosconstruction.com,Miami,FL,luxury_builder,"info@morosconstruction.com published on website FAQ; serves Miami Beach, Palm Beach; FL CBC1265082",https://morosconstruction.com/
1,public,Mosaic Architects & Interiors,,,info@mosaicarchitects.com,mosaicarchitects.com,San Francisco,CA,architect,info@mosaicarchitects.com listed on official company page: https://www.mosaicarchitects.com/privacypolicyfull,https://www.mosaicarchitects.com/privacypolicyfull
2,public,Myers + Co. Landscape Architecture,,,info@myersla.com,myersla.com,Louisville,KY,architect,"info@myersla.com — Louisville landscape architecture studio; design+build practice, $1,500 min design fee / $30K min construction budget (source: https://myersla.com/contact/)",https://myersla.com/contact/
3,public,NAC Architecture,,,spokane@nacarchitecture.com,nacarchitecture.com,Spokane,WA,architect,"spokane@nacarchitecture.com — Spokane and Seattle architecture and planning firm, founded 1960, 170 staff; sustainable environments for learning, wellness and healing (source: https://www.nacarchitecture.com/contact)",https://www.nacarchitecture.com/contact
4,public,Napolitano Homes,,,info@napolitanohomes.com,napolitanohomes.com,Virginia Beach,VA,luxury_builder,info@napolitanohomes.com listed on official company page: https://www.napolitanohomes.com/2-10-home-buyers-warranty-selects-napolitano-homes-as-2022-premier-builder-award-winner/,https://www.napolitanohomes.com/2-10-home-buyers-warranty-selects-napolitano-homes-as-2022-premier-builder-award-winner/
5,public,New Key Construction,,,info@newkeyconstruction.com,newkeyconstruction.com,Walnut Creek,CA,gc,info@newkeyconstruction.com listed on official company page: https://newkeyconstruction.com/contact/,https://newkeyconstruction.com/contact/
6,public,Nine12 Architects,,,info@nine12architects.com,nine12architects.com,Nashville,TN,architect,info@nine12architects.com — Published info@ inbox on company contact page (source: https://www.nine12architects.com/contact),https://www.nine12architects.com/contact
1,public,"Norcon, Inc.",,,info@norconinc.com,norconinc.com,Chicago,IL,gc,info@norconinc.com listed on official company page: https://www.norconinc.com/contact,https://www.norconinc.com/contact
2,public,Northside Builders,,,info@northsidebuilders.com,northsidebuilders.com,Atlanta,GA,luxury_builder,info@northsidebuilders.com — Published info@ inbox on company site (source: https://www.northsidebuilders.com),https://www.northsidebuilders.com
3,public,O&G Industries,,,ContactUs@ogind.com,ogind.com,Torrington,CT,gc,Lists ContactUs@ogind.com on contact page,https://ogind.com/contact/
5,public,OKW Architects,,,hello@okwarchitects.com,okwarchitects.com,Chicago,IL,architect,hello@okwarchitects.com listed on official company page: https://www.okwarchitects.com/contact,https://www.okwarchitects.com/contact
6,public,OLO Builders,,,info.gainesville.fl@OLOBuilders.com,olobuilders.com,Gainesville,FL,luxury_builder,info.gainesville.fl@OLOBuilders.com — Luxury custom home builder; Gainesville office led by UF construction graduates Bert and Rob (source: https://olobuilders.com/builders/gainesville-fl/),https://olobuilders.com/builders/gainesville-fl/
1,public,Oak Angel Builders,,,contact@oakangel.com,oakangelbuilders.com,Charleston,SC,luxury_builder,"contact@oakangel.com — Bespoke custom home builder and remodeler serving Charleston, Folly Beach, James Island, Kiawah Island, Johns Island; general inbox published on company contact page (source: https://oakangelbuilders.com/contact/)",https://oakangelbuilders.com/contact/
2,public,Oak Point Associates,,,info@oakpoint.com,oakpoint.com,Biddeford,ME,architect,Lists info@oakpoint.com on contact page,http://oakpoint.com/contact
4,public,Ocean Homes of Iowa,,,Info@ohoia.com,ohoia.com,Des Moines,IA,luxury_builder,"Info@ohoia.com — Des Moines area builder of sustainable, energy-efficient homes; Info@ published on company homepage (source: https://www.ohoia.com/)",https://www.ohoia.com/
6,public,OneStop ADU,,,info@onestopadu.com,onestopadu.com,San Diego,CA,gc,San Diego ADU builder; exact email info@onestopadu.com visibly published on own site privacy page,https://onestopadu.com/privacy-policy/
2,public,Opsis Architecture,,,carol.long@opsisarch.com,opsisarch.com,Portland,OR,architect,carol.long@opsisarch.com is their business development inquiries address published on their contact page,https://www.opsisarch.com/contact/
3,public,Oyler Wu Collaborative,,,info@oylerwu.com,oylerwu.com,Los Angeles,CA,architect,info@oylerwu.com listed on official company page: https://www.oylerwu.com/contact,https://www.oylerwu.com/contact
4,public,PBC Design + Build,,,info@pbcdesignbuild.com,pbcdesignbuild.com,Wilmington,NC,luxury_builder,"info@pbcdesignbuild.com published on company site; award-winning custom home design+build firm in Wilmington NC, founder Dave Spetrino",https://pbcdesignbuild.com/tag/houzz/
5,public,PCD Remodeling & Design,,,info@pcdremodeling.com,pcdremodeling.com,San Diego,CA,gc,info@pcdremodeling.com listed on official company page: https://pcdremodeling.com,https://pcdremodeling.com
6,public,PDS Architecture,,,Info@PDSarchitecture.com,pdsarchitecture.com,Fort Myers,FL,architect,"Info@PDSarchitecture.com — Award-winning Fort Myers architecture firm (industrial, multifamily, healthcare, hospitality); general email published on its own Contact page (source: http://pdsarchitecture.com/contact-us/)",http://pdsarchitecture.com/contact-us/
1,public,PKA Architecture,,,info@pkarch.com,pkarch.com,Minneapolis,MN,architect,info@pkarch.com — Minneapolis residential architecture studio (source: https://pkarch.com/contact),https://pkarch.com/contact
2,public,PQH Group Design,,,info@pqh.com,pqh.com,Jacksonville,FL,architect,info@pqh.com — General contact email published on company contact page (source: https://pqh.com/contact/),https://pqh.com/contact/
3,public,PWWG Architects,,,info@pwwgarch.com,pwwgarch.com,Pittsburgh,PA,architect,info@pwwgarch.com — info@ address published in firm press-release footer (own site) (source: http://pwwgarchitects.com/wp-content/uploads/2025/08/August-8-2025-PWWG-Press-Release.pdf),http://pwwgarchitects.com/wp-content/uploads/2025/08/August-8-2025-PWWG-Press-Release.pdf
4,public,Pacific Southern Development,,,info@pacificsoutherndevelopment.com,pacificsoutherndevelopment.com,Los Angeles,CA,luxury_builder,"info@pacificsoutherndevelopment.com — Custom home builder serving Beverly Hills, Bel Air, Brentwood, Pacific Palisades (source: https://pacificsoutherndevelopment.com/residential-los-angeles/)",https://pacificsoutherndevelopment.com/residential-los-angeles/
6,public,Panoramic Interests,,,info@panoramic.com,panoramic.com,San Francisco,CA,developer,info@panoramic.com listed on official company page: https://www.panoramic.com/contact/,https://www.panoramic.com/contact/
2,public,Paramount Construction,,,info@paramountconstruction.net,paramountconstruction.net,Rockville,MD,luxury_builder,Contact page publishes info@paramountconstruction.net; luxury custom homes in Bethesda/McLean/Falls Church,https://paramountconstruction.net/contact/
3,public,Payne Bouchier Fine Builders,,,emailus@paynebouchier.com,paynebouchier.com,Boston,MA,luxury_builder,emailus@paynebouchier.com — Company contact page publishes general inquiries email (source: https://www.paynebouchier.com/contact-us/),https://www.paynebouchier.com/contact-us/
4,public,People's Self-Help Housing,,,info@pshhc.org,pshhc.org,San Luis Obispo,CA,developer,"info@pshhc.org — Central Coast affordable-housing developer; HQ in San Luis Obispo, active across SLO, Santa Barbara, Ventura, and Monterey counties (source: https://www.pshhc.org/wp-content/uploads/2024/02/Strategic-Plan-2024_Web.pdf)",https://www.pshhc.org/wp-content/uploads/2024/02/Strategic-Plan-2024_Web.pdf
5,public,Phil Kouffman Builder,Philipp D. Kouffman,CEO and President,info@philkouffmanbuilder.com,philkouffmanbuilder.com,East Hampton,NY,luxury_builder,General email info@philkouffmanbuilder.com published on company site; second-generation Hamptons builder-developer with 60+ years,https://philkouffmanbuilder.com/press/2024/3/12/home-builder-digest-the-best-custom-home-builders-in-new-york-state
6,public,Pickard Chilton,,,info@pickardchilton.com,pickardchilton.com,New Haven,CT,architect,info@pickardchilton.com listed on official company page: http://www.pickardchilton.com/,http://www.pickardchilton.com/
1,public,Pinnacle Construction,,,info@sfpinnacle.com,sfpinnacle.com,San Francisco,CA,gc,"GC with published general email: info@sfpinnacle.com on its own contact page (2741A Geary Blvd, SF)",https://www.sfpinnacle.com/contact-us
2,public,Pinnacle Mountain Homes,,,info@pinnaclemtnhomes.com,pinnaclemtnhomes.com,Frisco,CO,luxury_builder,info@pinnaclemtnhomes.com — Vail Valley custom home builder; 80+ custom homes in Breckenridge/Frisco/Vail; 2012 NAHB America's Best Builder (source: https://pinnaclemtnhomes.com/privacy),https://pinnaclemtnhomes.com/privacy
3,public,Pivot North Architecture,,,connect@pivotnorthdesign.com,pivotnorthdesign.com,Boise,ID,architect,Boise architecture and interiors firm; general inbox connect@pivotnorthdesign.com published on own site,https://pivotnorthdesign.com/home/contact/
5,public,Plaza Construction,,,info@plazaconstruction.com,plazaconstruction.com,New York,NY,gc,Lists info@plazaconstruction.com under General Inquiries on contact page,https://www.plazaconstruction.com/contact/
6,public,Plunkett Raysich Architects,,,generalwebinquiry@prarch.com,prarch.com,Milwaukee,WI,architect,generalwebinquiry@prarch.com listed on official company page: https://www.prarch.com/privacy-policy/,https://www.prarch.com/privacy-policy/
1,public,Prado Group,,,info@pradogroup.com,pradogroup.com,San Francisco,CA,developer,info@pradogroup.com published on pradogroup.com project page,https://pradogroup.com/project/
2,public,Pratt Home Builders,,,info@prattliving.com,prattliving.com,Chattanooga,TN,luxury_builder,info@prattliving.com published on company news page,https://prattliving.com/category/pratt-homes-news/page/3/
3,public,Precision Custom Home Builders,,,sales@precisioncustomhomebuilders.com,precisioncustomhomebuilders.com,Canton,GA,luxury_builder,North Georgia luxury custom builder (The Whitestone estate); owner Dan Ellsworth; own site publishes sales@precisioncustomhomebuilders.com,https://precisioncustomhomebuilders.com/why-build-with-precision/
4,public,Precision General Contracting,,,info@precisiongeneralcontracting.com,precisiongeneralcontracting.com,San Diego,CA,gc,info@precisiongeneralcontracting.com listed on official company page: https://precisiongeneralcontracting.com/location/general-contractor-in-carlsbad/,https://precisiongeneralcontracting.com/location/general-contractor-in-carlsbad/
5,public,Premier Pro Builders,,,info@prprobuilders.com,prprobuilders.com,Carlsbad,CA,gc,info@prprobuilders.com — Custom home builder & general contractor; Carlsbad office; published contact email on company site (source: https://prprobuilders.com),https://prprobuilders.com
6,public,Presidio Bay Ventures,,,inquiries@presidiobay.com,presidiobay.com,San Francisco,CA,developer,inquiries@presidiobay.com published in PBV's own press release on presidiobay.com,https://presidiobay.com/wp-content/uploads/2022/10/01-PBV-BREAKS-GROUND-ON-349-8TH-STREET-IN-SAN-FRANCISCO-1.14.19.pdf
1,public,Prestige Design & Build,,,info@prestigedesignbuildnj.com,prestigedesignbuildnj.com,Montclair,NJ,luxury_builder,info@prestigedesignbuildnj.com listed on official company page: https://prestigedesignbuildnj.com/designbuild-new-jersey/,https://prestigedesignbuildnj.com/designbuild-new-jersey/
2,public,"Prin A. Allen & Sons, Inc.",,,info@prinallenbuilders.com,prinallenbuilders.com,Brooklin,ME,luxury_builder,info@prinallenbuilders.com — General email published on company website contact page (source: https://www.prinallenbuilders.com/Contact/),https://www.prinallenbuilders.com/Contact/
4,public,PurBilt,,,info@purbilt.com,purbilt.com,Arnold,MD,luxury_builder,Baltimore-area custom modular home builder; own site publishes info@purbilt.com,https://purbilt.com/locations/baltimore/
5,public,Quackenbush Architects + Planners,,,info@quackenbusharchitects.com,quackenbusharchitects.com,Columbia,SC,architect,"info@quackenbusharchitects.com — Architecture + planning firm in Columbia specializing in institutional, civic, educational, commercial projects; general email published on company contact page (source: https://www.quackenbusharchitects.com/contact)",https://www.quackenbusharchitects.com/contact
6,public,Quartersawn Design Build,,,info@quartersawndesignbuild.com,quartersawndesignbuild.com,Minneapolis,MN,gc,info@quartersawndesignbuild.com — Minneapolis design-build remodeling firm (source: https://quartersawndesignbuild.com/contact-quartersawn/),https://quartersawndesignbuild.com/contact-quartersawn/
1,public,Quiring,,,marketing@quiring.com,quiring.com,Fresno,CA,gc,marketing@quiring.com listed on official company page: http://www.quiring.com/contact/,http://www.quiring.com/contact/
2,public,R&S General Construction Services,,,info@rsgeneralconstructions.com,rsgeneralconstruction.com,Orlando,FL,gc,info@rsgeneralconstructions.com — Licensed GC CGC1512297; residential and commercial new construction and renovations in Central Florida (source: https://rsgeneralconstruction.com/),https://rsgeneralconstruction.com/
3,public,REDCOM LLC,,,info@redcomllc.com,redcomllc.com,Westfield,NJ,gc,"info@redcomllc.com — NJ design-build GC/CM; commercial construction mgmt, Procore reporting, Westfield NJ (source: https://www.redcomllc.com/construction-management-services/)",https://www.redcomllc.com/construction-management-services/
6,public,Raleigh Architecture Co.,,,info@raleigh-architecture.com,raleigh-architecture.com,Raleigh,NC,architect,info@raleigh-architecture.com published on company homepage,https://raleigh-architecture.com/
1,public,Ramey Construction,,,info@rameyco.com,rameyco.com,Spokane,WA,gc,info@rameyco.com — Spokane GC with Sandpoint ID office; people-first commercial builder publishing general contact inbox on company documents (source: https://www.rameyco.com/_files/ugd/1d594c_676d88b6f7e9455ab47cba68a2a1c0d3.pdf),https://www.rameyco.com/_files/ugd/1d594c_676d88b6f7e9455ab47cba68a2a1c0d3.pdf
5,public,Raymond Chan Architect,,,info@raymondchanarchitect.com,raymondchanarchitect.com,Flushing,NY,architect,info@raymondchanarchitect.com listed on official company page: https://raymondchanarchitect.com/portfolio-items/42-61-saul-st-queens/,https://raymondchanarchitect.com/portfolio-items/42-61-saul-st-queens/
1,public,Renaissance Homes,,,info@renaissance-homes.com,renaissance-homes.com,Lake Oswego,OR,luxury_builder,info@renaissance-homes.com — Portland's largest single-family ENERGY STAR builder; 54 Street of Dreams awards incl. 9 Best of Show; building since 1984 (source: https://renaissance-homes.com/contact/),https://renaissance-homes.com/contact/
2,public,Resin Architecture,,,info@resinarchitecture.com,resinarchitecture.com,Idaho Falls,ID,architect,info@resinarchitecture.com — Idaho Falls firm; active community and competition work (source: https://resin-architecture-1.squarespace.com/contact-us),https://resin-architecture-1.squarespace.com/contact-us
3,public,Resolution: 4 Architecture,,,info@re4a.com,re4a.com,Manhattan,NY,architect,info@re4a.com published on re4a.com contact page,https://www.re4a.com/contact
4,public,Rice Fergus Miller,,,contact@rfmarch.com,rfmarch.com,Bremerton,WA,architect,"Architecture firm (Bremerton HQ, Spokane office); general inbox contact@rfmarch.com published on company About page",https://rfmarch.com/about/
6,public,Right Choice Construction,,,info@rightchoicedev.com,rightchoiceconstruction.com,Houston,TX,gc,"info@rightchoicedev.com — Houston WBE commercial GC; office remodeling, retail build-outs, industrial; contact email published on own site (source: https://rightchoiceconstruction.com/2023/06/26/houston-commercial-construction-contractor/)",https://rightchoiceconstruction.com/2023/06/26/houston-commercial-construction-contractor/
2,public,Ritter Maher Architects,,,info@rittermaher.com,rittermaher.com,Baton Rouge,LA,architect,info@rittermaher.com — Baton Rouge HQ + Lafayette office; design firm with 3M+ sq ft portfolio (source: https://www.rittermaher.com/contact/),https://www.rittermaher.com/contact/
5,public,Rocco J Lettieri Custom Home Builder,,,info@roccolettieri.com,roccolettieri.com,Westhampton Beach,NY,luxury_builder,"info@roccolettieri.com — Luxury custom home builder, Westhampton Beach Hamptons; contact published on firm site (source: https://www.roccolettieri.com/contact-us)",https://www.roccolettieri.com/contact-us
6,public,"Rogers & Marney, Inc.",,,office@rogersandmarneybuilders.com,rogersandmarney.com,Osterville,MA,luxury_builder,office@rogersandmarneybuilders.com — Company website publishes general email (source: https://rogersandmarney.com),https://rogersandmarney.com
1,public,Rogue Architects,,,Info@RogueArchitects.com,roguearchitects.com,Fort Worth,TX,architect,"Info@RogueArchitects.com — Fort Worth commercial architecture firm; 15+ yrs restaurant/retail incl. Chipotle, McDonald's, PetSuites (source: https://www.roguearchitects.com/)",https://www.roguearchitects.com/
2,public,Rolluda Architects,,,info@RolludaArchitects.com,rolludaarchitects.com,Seattle,WA,architect,info@RolludaArchitects.com listed on official company page: https://www.rolludaarchitects.com/contact,https://www.rolludaarchitects.com/contact
3,public,Roman James Design Build,Roman James,Owner,info@rjdesignbuild.com,romanjames.design,Beverly Hills,CA,luxury_builder,New-projects email info@rjdesignbuild.com published on company contact page; Trousdale Estates 23500-sq-ft residence portfolio,https://romanjames.design/contact/
4,public,Rosewood Homes,,,info@builtbyrosewood.com,builtbyrosewood.com,Sioux Falls,SD,luxury_builder,info@builtbyrosewood.com — Sioux Falls custom home builder; info@ published as direct contact email (source: https://builtbyrosewood.com/contact-us-rosewood-homes/),https://builtbyrosewood.com/contact-us-rosewood-homes/
5,public,Ryan Street Architects,,,info@ryanstreet.com,ryanstreet.com,Austin,TX,architect,info@ryanstreet.com — Austin architecture firm; general email published on own contact page (source: https://ryanstreet.com/contact/),https://ryanstreet.com/contact/
6,public,S-Line Contractors,,,Services@slinecontractors.com,slinecontractors.com,Riverside,CA,gc,Services@slinecontractors.com — General email visibly published on own site (homepage); Riverside commercial GC - office 11671 Sterling Avenue Riverside (source: https://slinecontractors.com/),https://slinecontractors.com/
1,public,S. Wieder Architect,,,info@sw-architect.com,sw-architect.com,Brooklyn,NY,architect,info@sw-architect.com published on sw-architect.com; labeled General Inquiries,https://www.sw-architect.com/contact
2,public,S9 Architecture,,,office@s9architecture.com,s9architecture.com,New York,NY,architect,Lists office@s9architecture.com for general inquiries on contact page,https://s9architecture.com/contact
3,public,SB Builders,,,Info@sbbuildersandconstructioninc.com,sbbuildersandconstructioninc.com,Fairfax,VA,gc,Company site publishes Info@sbbuildersandconstructioninc.com; custom home design-build since 1998,https://sbbuildersandconstructioninc.com/new-home-construction-design-built/
4,public,SCOPE Architectural Consulting,,,info@ScopeAC.com,scopeac.com,Charlotte,NC,architect,General Info info@ScopeAC.com listed on own contact page of Charlotte architecture firm,https://scopeac.com/contact-scope
5,public,SDH Studio,,,info@sdhstudio.com,sdhstudio.com,Miami,FL,architect,North Miami Beach residential architecture studio; info@sdhstudio.com published on its own site,https://sdhstudio.com/careers-senior-project-manager-miami/
6,public,SERA Architects,,,reception@seradesign.com,seradesign.com,Portland,OR,architect,"reception@seradesign.com — Portland architecture, interiors, urban design and planning firm founded 1968; 130+ staff; sustainable design; Hyatt Centric, AC Hotel Portland (source: https://www.seradesign.com/contact/)",https://www.seradesign.com/contact/
1,public,SHED Architecture & Design,,,projects@shedbuilt.com,shedbuilt.com,Seattle,WA,architect,"projects@shedbuilt.com — Seattle architecture firm (residential, commercial, public); project-inquiry email published in CONTACT block on company site (source: https://www.shedbuilt.com/projects/portfolio-category/commercial/)",https://www.shedbuilt.com/projects/portfolio-category/commercial/
2,public,SIRQ Construction,,,contact@sirq.com,sirq.com,Lehi,UT,gc,contact@sirq.com — contact@ published on firm contact page; GC of 2025 award-winning Black Desert Resort; offices Lehi/St. George (source: https://sirq.com/contact-us/),https://sirq.com/contact-us/
3,public,SL Green Realty,,,General.Inquiries@slgreen.com,slgreen.com,New York,NY,developer,Lists General.Inquiries@slgreen.com on contact page,https://slgreen.com/contact/
4,public,SMP Architects,,,info@smp-architects.com,smp-architects.com,Philadelphia,PA,architect,Own contact page publishes info@smp-architects.com,https://smp-architects.com/contact/
5,public,SPARTAKOS Development Inc,,,spartakosremodeling@gmail.com,spartakosdevelopment.com,Queens,NY,gc,"spartakosremodeling@gmail.com — Licensed GC serving Queens/Brooklyn/Long Island; renovations, carpentry, building mgmt (source: http://spartakosdevelopment.com/bathrooms.html)",http://spartakosdevelopment.com/bathrooms.html
6,public,SPO Homes,Stephen W. Ondrejka,Owner,info@spohomes.com,spohomes.com,Cape Coral,FL,luxury_builder,info@spohomes.com — Three-generation Cape Coral custom homebuilder since 1982; 40+ years of SWFL custom homes and remodels (source: https://www.spohomes.com/),https://www.spohomes.com/
1,public,SUPERSTRUCTURES,,,info@superstructures.com,superstructures.com,Manhattan,NY,architect,info@superstructures.com published on superstructures.com contact page; labeled General Information,https://www.superstructures.com/contact/
4,public,Sagaponack Builders,,,info@sagaponackbuilders.com,sagaponackbuilders.com,Sagaponack,NY,luxury_builder,info@sagaponackbuilders.com — Hamptons luxury spec & custom builder (CEO Ron Friedman); own site shows info@ mailbox (source: https://sagaponackbuilders.com/),https://sagaponackbuilders.com/
5,public,Salazar Architect,,,info@salazarch.com,salazarch.com,Portland,OR,architect,info@salazarch.com listed on official company page: https://www.salazarch.com/contact-us,https://www.salazarch.com/contact-us
6,public,Sandy Spring Builders,,,info@sandyspringbuilders.com,sandyspringbuilders.com,Bethesda,MD,luxury_builder,Company contact page publishes info@sandyspringbuilders.com; premier Bethesda custom homebuilder founded 1982,https://www.sandyspringbuilders.com/contact
1,public,Sapp Design Architects,,,info@sdaarchitects.com,sdaarchitects.com,Springfield,MO,architect,info@sdaarchitects.com — Springfield-based architecture firm with Kansas City office; info@ published on company contact pages (source: https://sdaarchitects.com/kansas-city-missouri/),https://sdaarchitects.com/kansas-city-missouri/
2,public,Scarano Architect,,,info@scaranoarchitect.com,scaranoarchitect.com,Brooklyn,NY,architect,info@scaranoarchitect.com published on scaranoarchitect.com contact page,https://scaranoarchitect.com/contact/
3,public,Schemata Workshop,,,info@schemataworkshop.com,schemataworkshop.com,Seattle,WA,architect,info@schemataworkshop.com — Community-focused architecture and urban design practice; careers page invites contact at the published inbox (source: https://www.schemataworkshop.com/careers),https://www.schemataworkshop.com/careers
6,public,Seagate Development Group,,,info@seagatedevelopmentgroup.com,seagatedevelopmentgroup.com,Fort Myers,FL,luxury_builder,info@seagatedevelopmentgroup.com published on own-site privacy page (updated June 2026); luxury custom builder; active models at Talis Park & Esplanade Lake Club,https://seagatedevelopmentgroup.com/privacy-policy/
1,public,Segerson Builders,,,hello@segerson.com,segerson.com,Fairfield,CT,luxury_builder,hello@segerson.com — General email published on company website (source: https://segerson.com/testimonials/),https://segerson.com/testimonials/
2,public,Self-Help Enterprises,,,info@selfhelpenterprises.org,selfhelpenterprises.org,Visalia,CA,developer,"info@selfhelpenterprises.org — Rancho Colegio 80-unit affordable rental in Visalia opened March 6, 2026; La Esperanza 101-home Farmersville project broke ground April 2026 (source: https://www.selfhelpenterprises.org/wp-content/uploads/2025/02/app-English-fillable-1.pdf)",https://www.selfhelpenterprises.org/wp-content/uploads/2025/02/app-English-fillable-1.pdf
4,public,Siena Custom Builders,,,build@sienacustombuilders.com,sienacustombuilders.com,Naperville,IL,luxury_builder,build@sienacustombuilders.com listed on official company page: http://sienacustombuilders.com/,http://sienacustombuilders.com/
5,public,SkB Architects,,,hello@skbarchitects.com,skbarchitects.com,Seattle,WA,architect,hello@skbarchitects.com — General Inquiries inbox visibly published on company contact page (source: https://www.skbarchitects.com/contact),https://www.skbarchitects.com/contact
6,public,Skelly Build,,,letsbuild@skellybuild.com,skellybuild.com,Austin,TX,luxury_builder,letsbuild@skellybuild.com — Austin design-build firm; email on own contact page (source: https://skellybuild.com/contact-partners/),https://skellybuild.com/contact-partners/
1,public,Slade Architecture,,,info@sladearch.com,sladearch.com,Manhattan,NY,architect,info@sladearch.com published on sladearch.com; labeled General,https://www.sladearch.com/news/2015/11/2/awards-aia-new-jersey-state-design-award
2,public,SnapADU,,,info@snapadu.com,snapadu.com,San Diego,CA,gc,San Diego design-build ADU contractor (100+ completed ADUs); own contact page visibly publishes info@snapadu.com,https://snapadu.com/contact/
3,public,Somerville Architects and Engineers,,,info@somervilleinc.com,somervilleinc.com,Green Bay,WI,architect,info@somervilleinc.com listed on official company page: https://somervilleinc.com/privacy-policy-2/,https://somervilleinc.com/privacy-policy-2/
4,public,Spaces Designer Homes,,,info@spacesdesignerhomes.com,spacesdesignerhomes.com,Grand Rapids,MI,luxury_builder,info@spacesdesignerhomes.com — Custom home builder serving West Michigan and the Lakeshore (source: https://www.accessnewswire.com/newsroom/en/business-and-professional-services/spaces-designer-homes-advocates-for-a-more-transparent-homebuild-1133172),https://www.accessnewswire.com/newsroom/en/business-and-professional-services/spaces-designer-homes-advocates-for-a-more-transparent-homebuild-1133172
5,public,Sposen Signature Homes,Neil Eisner,President,hello@sposenhomes.com,sposenhomes.com,Cape Coral,FL,luxury_builder,hello@sposenhomes.com — Cape Coral homebuilder founded by 28-year industry veteran (source: https://www.capecoralbreeze.com/news/business/2015/12/11/real-estate-briefs/),https://www.capecoralbreeze.com/news/business/2015/12/11/real-estate-briefs/
6,public,Stanley Saitowitz | Natoma Architects,,,info@saitowitz.com,saitowitz.com,San Francisco,CA,architect,info@saitowitz.com listed on official company page: https://www.saitowitz.com/home,https://www.saitowitz.com/home
1,public,Star Renovations,,,info@srny.nyc,srny.nyc,Brooklyn,NY,gc,info@srny.nyc listed on official company page: https://srny.nyc/,https://srny.nyc/
2,public,Starrett Design Build,,,info@starrettdb.com,starrettdesignbuild.com,Hockessin,DE,gc,info@starrettdb.com — Company contact page lists general inquiries inbox (source: https://starrettdesignbuild.com/contact/),https://starrettdesignbuild.com/contact/
3,public,Starside Custom Builders,,,lynn@starsidebuilders.com,starsidebuilders.com,Frisco,TX,luxury_builder,DFW luxury custom builder $3M-$17M; approved builder The Preserve at Fields (Frisco); own site publishes lynn@starsidebuilders.com,https://starsidebuilders.com/
